z,a,N,H_over_H0,D,f,sigma8_z,fsigma8
2.520811414,0.284025436870502,-1.2586914783863359,3.71394955,0.35926437003115924,0.9859767230422156,0.2874114960249274,0.2833810450153187
2.518370599,0.2842224751094221,-1.2579979844282836,3.710284236,0.35951009782105453,0.9858960117067264,0.28760807825684365,0.2835516572880582
2.515931477,0.28441964996805313,-1.2573044907251694,3.706622926,0.35975597344826815,0.9858152356352711,0.28780477875861454,0.2837223357888807
2.513494045,0.28461696168891615,-1.2566109967575447,3.702965617,0.360001997154268,0.9857343945011846,0.28800159772341444,0.2838930805472637
2.511058303,0.284814410272127,-1.2559175028587306,3.699312304,0.36024816887807665,0.9856534880769917,0.28819853510246135,0.2840638913824204
2.508624249,0.28501199587987003,-1.2552240087927182,3.695662984,0.3604944887606239,0.9855725160686981,0.28839559100849915,0.28423476825336574
2.506191883,0.28520971851214566,-1.2545305148930312,3.692017653,0.3607409567404812,0.9854914782486583,0.28859276539238493,0.28440571097840966
2.503761203,0.2854075783314734,-1.253837020923073,3.688376306,0.360987572958651,0.9854103743225128,0.28879005836692084,0.2845767195159678
2.501332208,0.2856055754193091,-1.2531435269309628,3.68473894,0.3612343374549107,0.9853292040290111,0.28898746996392854,0.28474779375391546
2.498904898,0.2858037097754807,-1.2524500332505273,3.68110555,0.36148125016715466,0.9852479671402681,0.2891850001337237,0.28491893350920944
2.496479269,0.2860019817266075,-1.2517565390722785,3.677476133,0.3617283114403392,0.9851666632942969,0.28938264915227135,0.28509013888060736
2.494055323,0.2862003911092624,-1.2510630453014526,3.673850685,0.36197552100859504,0.9850852923299447,0.289580416806876,0.2852614095432287
2.491633057,0.28639893816883405,-1.2503695514135735,3.670229202,0.36222287911529927,0.9850038539183146,0.2897783032922394,0.28543274552476605
2.48921247,0.2865976229874015,-1.2496760574556713,3.666611679,0.3624703858001599,0.9849223477973731,0.2899763086401279,0.28560414671145046
2.486793561,0.2867964456471015,-1.2489825634746756,3.662998114,0.36271804110279326,0.9848407737049643,0.2901744328822346,0.28577561298913917
2.484376329,0.2869954062301288,-1.2482890695174145,3.659388501,0.36296584506272456,0.9847591313788118,0.29037267605017963,0.285947144243316
2.481960773,0.28719450481873654,-1.2475955756306152,3.655782838,0.36321379771938744,0.9846774205565202,0.29057103817550994,0.2861187403590913
2.479546891,0.2873937415778312,-1.2469020815735086,3.652181119,0.3634618992149726,0.9845956409416725,0.2907695193719781,0.28629040129235483
2.477134683,0.28759311650741715,-1.2462085876796118,3.648583342,0.36371014948615077,0.9845137923054409,0.2909681195889206,0.28646212685647127
2.474724147,0.2877926297727484,-1.2455150937075519,3.644989502,0.3639585486751979,0.9844318743510743,0.2911668389401583,0.2866339170067374
2.472315283,0.2879922813737188,-1.2448215999910373,3.641399595,0.364207096718339,0.9843498868496213,0.29136567737467123,0.28680577155562087
2.469908088,0.2881920715589859,-1.2441281059998959,3.637813618,0.36445579386131816,0.9842678294698863,0.29156463508905456,0.2869776905292832
2.467502562,0.28839200032867923,-1.2434346120674273,3.634231566,0.3647046400403156,0.9841857019826449,0.2917637120322525,0.28714967373952466
